epoch,train_accuracy,test_accuracy,training_time,inference_time
1,67.7875,66.41,63.46531939506531,9.311522245407104
2,66.91749999999999,65.495,57.44087481498718,8.848390817642212
3,64.5825,63.26500000000001,56.42380499839783,8.913756608963013
4,62.02125000000001,60.955000000000005,55.83515906333923,9.018484354019165
5,62.02375,60.855000000000004,54.650550842285156,8.79097294807434
6,71.69375,69.965,54.264204263687134,8.653162717819214
7,70.46,68.88,53.76847457885742,8.76853346824646
8,65.79125,64.875,54.17287468910217,8.471720218658447
9,59.07125,58.614999999999995,53.686519622802734,8.773520708084106
10,54.545,54.08500000000001,53.764349937438965,9.016972303390503
11,71.16749999999999,69.535,52.87503790855408,8.64837384223938
12,66.18625,65.24,53.30078935623169,8.620540857315063
13,72.63,71.50999999999999,52.332361459732056,8.35294246673584
14,70.74249999999999,70.0,52.26703643798828,8.370060205459595
15,73.815,72.42,53.14370369911194,9.00618290901184
16,71.11874999999999,69.575,53.091750621795654,8.654827117919922
17,76.4075,74.2,54.13835573196411,9.133400917053223
18,76.10125,74.855,54.52285099029541,8.970306634902954
19,74.7725,73.185,52.95501446723938,8.64181637763977
20,70.94875,69.405,52.610867500305176,8.544803619384766
21,75.32875,73.76,51.91452670097351,8.483976125717163
22,67.59875,66.655,52.10407757759094,8.641881704330444
23,76.99375,75.61,52.5778865814209,8.471228837966919
24,73.42999999999999,71.595,52.74115014076233,8.574467420578003
25,72.85875,71.39,52.03575015068054,8.443979024887085
26,77.05625,75.215,51.54432511329651,8.740286111831665
27,76.33375,74.11999999999999,52.159992933273315,8.494448184967041
28,69.02875,67.60000000000001,52.93532466888428,9.149558305740356
29,78.30375000000001,76.36,52.55497217178345,8.414259910583496
30,75.58500000000001,74.075,51.96620225906372,8.441328287124634
31,77.29875,75.775,52.36768841743469,8.565799474716187
32,75.8425,74.82,51.3781316280365,8.541808843612671
33,77.69875,75.99000000000001,52.26594352722168,8.518710613250732
34,64.89625,64.215,51.94929838180542,8.665759563446045
35,72.56625,70.965,51.38113451004028,8.625159502029419
36,74.9325,73.24000000000001,51.40433716773987,8.631147146224976
37,77.2375,75.25500000000001,52.01372981071472,8.495200634002686
38,75.2225,73.25500000000001,52.171096086502075,8.5114164352417
39,78.21249999999999,76.87,51.54229235649109,8.60521650314331
40,78.3875,76.96499999999999,53.76397776603699,9.117326974868774
41,77.2075,75.72,52.95779895782471,8.881401777267456
42,74.81125,73.375,52.23954916000366,8.768531084060669
43,77.71875,75.85,51.357208490371704,9.00889801979065
44,63.6875,63.075,51.475778102874756,8.577616453170776
45,72.28999999999999,71.035,51.808576822280884,9.181875944137573
46,74.11875,72.72999999999999,52.08398461341858,8.678311109542847
47,77.2725,75.81,52.04952692985535,8.558611631393433
48,68.06125,66.735,51.25951385498047,8.712461471557617
49,73.14375,71.67,51.71214509010315,8.599577188491821
50,75.9525,74.47,51.36418652534485,8.43971586227417
51,74.34375,72.64,51.044453144073486,8.349202156066895
52,78.06375,76.37,50.84057688713074,8.491055250167847
53,74.04875,72.675,51.124675989151,8.459161758422852
54,75.97375,74.36,51.071515798568726,8.476904153823853
55,78.60374999999999,77.03999999999999,51.41376328468323,9.019166469573975
56,78.645,77.0,52.59619641304016,8.595371723175049
57,79.40625,77.315,51.427449226379395,8.517426252365112
58,78.8125,77.275,52.55291938781738,8.53457522392273
59,79.20125,77.28,51.72676968574524,8.48005199432373
60,74.905,73.22999999999999,52.0998420715332,8.572733402252197
61,73.54125,72.21499999999999,51.795262575149536,8.521767377853394
62,67.90625,66.58500000000001,52.232503175735474,8.94751238822937
63,76.13,74.48,53.26793551445007,8.77148723602295
64,73.26125,71.69,53.66020965576172,9.079678297042847
65,77.20125,75.595,53.62386608123779,9.2025785446167
66,77.61875,75.735,54.10004758834839,8.905992269515991
67,79.06,77.24499999999999,54.2180073261261,9.091870546340942
68,79.2425,77.05,51.38176774978638,8.674527406692505
69,76.2875,74.57000000000001,50.97219109535217,8.478281259536743
70,78.0675,76.395,51.18911051750183,8.404330015182495
71,73.69375000000001,72.385,51.04975080490112,8.571067810058594
72,76.40249999999999,74.465,50.92316436767578,8.566499710083008
73,74.56875,73.27,50.55091667175293,8.485352993011475
74,77.53875000000001,76.395,50.833051443099976,8.42818832397461
75,76.9375,75.24,50.49501132965088,8.430323123931885
76,79.70375,78.205,50.93728852272034,8.558706760406494
77,70.38,69.095,50.683976888656616,8.470412015914917
78,78.40375,76.69500000000001,51.76891732215881,8.931556224822998
79,78.8875,77.485,51.11932063102722,8.470805883407593
80,78.3775,77.12,51.25743770599365,8.522831439971924
81,79.48125,77.455,50.74767780303955,8.539807319641113
82,79.67125,78.11,50.900193214416504,8.45534348487854
83,79.75875,78.39,50.80185580253601,8.563818454742432
84,79.5625,78.60000000000001,51.153995752334595,8.680919170379639
85,80.14125,78.35,51.50250959396362,8.692594528198242
86,81.71625,79.935,51.368290185928345,8.404908180236816
87,80.14125,78.635,50.53624224662781,8.606887102127075
88,77.97375,76.3,51.27217674255371,8.431480646133423
89,79.4625,77.495,50.791516065597534,8.52979302406311
90,78.12,76.435,50.761271238327026,8.500993490219116
91,78.37125,76.615,50.58168911933899,8.455522537231445
92,78.3825,76.86,50.95804309844971,8.540671110153198
93,80.3575,79.23,51.50448417663574,8.678652286529541
94,79.22625,77.89500000000001,50.622342348098755,8.576674461364746
95,81.025,79.035,50.80183267593384,8.550607204437256
96,80.71000000000001,78.845,50.48663806915283,8.590976476669312
97,79.235,77.63,50.751720905303955,8.404523372650146
98,76.39625,75.73,50.48024082183838,8.525310039520264
99,77.64625000000001,76.08,51.0761513710022,8.63676381111145
100,74.31625,72.905,51.04969024658203,8.683496952056885
101,75.00625,73.6,51.12932109832764,9.129387855529785
102,77.55875,76.2,50.72655749320984,8.568048000335693
103,81.38499999999999,80.36999999999999,50.83858942985535,8.44546127319336
104,79.345,78.18,50.49307703971863,8.565397262573242
105,79.02749999999999,77.67500000000001,51.94175696372986,9.009395360946655
106,79.1075,77.72,52.263933420181274,9.061522245407104
107,81.83500000000001,80.91000000000001,52.66447448730469,9.033798217773438
108,81.77375,80.735,53.704636335372925,9.621253252029419
109,80.22,79.08,52.643637895584106,9.089055061340332
110,82.79125,81.28,53.078118085861206,8.959657430648804
111,81.25875,79.745,53.02868294715881,9.14797329902649
112,81.83500000000001,80.575,52.63906764984131,8.922531843185425
113,71.73875,71.31,52.77335286140442,8.748741626739502
114,81.265,80.485,52.54316163063049,9.372528314590454
115,82.61,81.17999999999999,52.55654311180115,9.129674434661865
116,82.21374999999999,80.875,52.70825505256653,9.026871681213379
117,82.9975,81.585,50.210155963897705,8.548483610153198
118,75.8525,74.72999999999999,50.2382607460022,8.453774213790894
119,75.335,73.95,50.39671564102173,8.503454208374023
120,72.1175,71.13000000000001,50.09471416473389,8.32163691520691
121,81.675,80.56,50.13134288787842,8.431152582168579
122,82.555,81.51,50.549946308135986,8.80672001838684
123,82.26375,80.95,50.77566623687744,8.580143451690674
124,83.995,82.89,50.31701993942261,8.418070316314697
125,80.08999999999999,78.925,49.940386056900024,8.552814722061157
126,82.7775,81.83500000000001,49.629894733428955,8.36845588684082
127,83.85125,82.63000000000001,49.85513401031494,8.767012596130371
128,85.2,83.75,50.453857421875,8.601211786270142
129,81.93375,80.66499999999999,50.26895999908447,8.530140161514282
130,84.13625,83.085,49.58856010437012,8.73747444152832
131,81.72625,80.24,50.59161639213562,8.745489120483398
132,78.4475,77.60000000000001,50.1521692276001,8.530653715133667
133,83.455,82.575,49.35842156410217,8.706398963928223
134,84.50125,83.645,49.44633102416992,8.36019492149353
135,84.25,83.02000000000001,49.538479804992676,8.500093460083008
136,84.9675,84.38,49.54139852523804,8.520752191543579
137,85.41875,84.725,49.51539993286133,8.476325273513794
138,84.9925,83.82,49.35310697555542,8.580620527267456
139,81.19875,80.17,49.06351947784424,8.355669498443604
140,83.31625,82.72,48.871856689453125,8.392960786819458
141,85.05875,83.94500000000001,49.27991461753845,8.357823133468628
142,85.23375,84.17,49.03326940536499,8.603692770004272
143,84.095,83.17999999999999,49.24870038032532,8.438222169876099
144,86.14874999999999,85.575,49.21898174285889,8.296685218811035
145,83.0775,82.07,48.69326162338257,8.35696792602539
146,86.05625,84.425,49.011486530303955,8.374171018600464
147,87.66375,86.69,48.732606410980225,8.268282890319824
148,83.7475,82.85,48.853118658065796,8.511294841766357
149,83.25125,82.025,48.9158718585968,8.591121912002563
150,74.765,73.71,48.88539099693298,8.52473759651184
151,87.5575,86.47500000000001,48.90288519859314,8.443378210067749
152,83.3275,82.475,48.891191720962524,8.64551305770874
153,85.7275,84.98,49.07937407493591,8.611216068267822
154,83.5025,82.565,48.76382064819336,8.396138191223145
155,86.58749999999999,85.64500000000001,48.80813908576965,8.373832702636719
156,83.04875,81.98,48.8241982460022,8.551633596420288
157,88.20875000000001,86.835,49.23931956291199,8.530107736587524
158,87.08,85.61999999999999,48.99168848991394,8.41905689239502
159,86.22999999999999,84.74000000000001,49.574811935424805,8.754926443099976
160,85.5775,84.635,49.25267219543457,8.24835729598999
161,78.91125,78.205,48.362112045288086,8.688706874847412
162,87.83999999999999,86.77,49.50437331199646,9.164595365524292
163,87.59875000000001,86.83999999999999,49.25576901435852,8.3751220703125
164,89.295,88.38000000000001,48.47254514694214,8.407522678375244
165,84.80250000000001,83.94,48.5189151763916,8.385156869888306
166,82.99499999999999,81.965,48.34362816810608,8.345864057540894
167,88.62875,87.595,48.17225456237793,8.30380630493164
168,81.9525,81.265,48.15945529937744,8.529622077941895
169,85.16875,84.17,48.61674928665161,8.326710224151611
170,89.3825,88.005,49.9181854724884,8.523646354675293
171,86.75375,85.465,49.34478974342346,8.831343412399292
172,87.925,87.02,48.44847917556763,8.39191722869873
173,87.07249999999999,85.72,48.704489946365356,8.40751338005066
174,90.53625,89.495,48.19218873977661,8.478352785110474
175,89.59375,88.36,48.09594655036926,8.318346977233887
176,79.48375,78.455,48.11516976356506,8.600888013839722
177,89.62625,88.0,48.082159996032715,8.355875015258789
178,91.37875,90.14,47.83976221084595,8.295485019683838
179,88.115,87.505,47.78173851966858,8.342149019241333
180,89.20375,87.795,47.59783864021301,8.259477615356445
181,76.76375,75.345,47.41507649421692,8.30148434638977
182,87.33125000000001,86.04,47.79737973213196,8.503857135772705
183,85.96875,84.91499999999999,47.842000007629395,8.305555820465088
184,86.4025,85.705,47.72191047668457,8.302595376968384
185,87.54125,86.58,48.19122576713562,8.543508768081665
186,78.1425,77.03,47.939409255981445,8.284214496612549
187,91.175,90.265,48.21161937713623,8.501197099685669
188,91.12125,90.08500000000001,47.83595514297485,8.393329620361328
189,87.95875,86.77,47.4885094165802,8.273004293441772
190,89.4975,88.58,47.7908935546875,8.755462884902954
191,87.30875,86.5,48.52295422554016,8.473707914352417
192,79.76875,78.645,47.77627468109131,8.437885522842407
193,78.59625,77.88000000000001,47.56475257873535,8.410499811172485
194,91.16125000000001,90.51,47.78117489814758,8.40008807182312
195,87.83625,87.125,47.54869985580444,8.287079334259033
196,89.1625,88.305,47.849684715270996,8.614433765411377
197,89.515,88.97,48.06967568397522,8.593916654586792
198,90.16999999999999,89.34,48.30313777923584,8.295260906219482
199,88.0675,87.035,47.957979679107666,8.237350463867188
200,86.22875,85.575,47.83076548576355,8.515378952026367
201,90.76875,89.735,47.56879186630249,8.467864036560059
202,86.93875,85.59,48.27074337005615,8.38771677017212
203,93.81,92.81,47.29869532585144,8.4698486328125
204,82.93374999999999,81.70500000000001,47.12954306602478,8.239126682281494
205,91.77374999999999,90.905,47.153369188308716,8.45487928390503
206,90.36,89.27000000000001,47.3316764831543,8.251943111419678
207,92.36875,91.53,46.82429528236389,8.267333030700684
208,87.59125,87.035,47.220959424972534,8.507382869720459
209,92.67375,91.935,47.276561975479126,8.387211084365845
210,89.735,89.155,47.37953805923462,8.45124626159668
211,89.60375,89.19,47.417911529541016,8.362212657928467
212,89.14874999999999,88.72,47.902060985565186,8.585601329803467
213,95.06750000000001,94.44,47.74743700027466,8.494775295257568
214,94.19375,93.525,47.77608060836792,8.391482830047607
215,92.105,91.44,46.96262192726135,8.45501184463501
216,94.66125,94.125,47.08788299560547,8.603924989700317
217,94.18125,93.985,46.9566605091095,8.29915976524353
218,84.6575,83.765,46.806994676589966,8.369280338287354
219,92.46625,91.71000000000001,46.58729338645935,8.260207891464233
220,92.08375,91.565,46.61274218559265,8.32041335105896
221,91.33,90.61,47.13877582550049,8.558085203170776
222,92.58125,91.605,47.402161598205566,8.771626234054565
223,92.14,91.095,46.92828559875488,8.35520076751709
224,93.57375,92.75999999999999,46.953502893447876,8.460206508636475
225,92.50125,92.07,46.891069173812866,8.28327488899231
226,94.45750000000001,93.64,46.75189542770386,8.580808639526367
227,95.8875,95.03,46.55941867828369,8.3408362865448
228,94.57,93.85,46.30562138557434,8.290650367736816
229,93.97625,93.125,46.14054560661316,8.203158140182495
230,94.10374999999999,93.34,46.571130990982056,8.375144243240356
231,92.43875,91.46,46.544068813323975,8.210608720779419
232,90.85875,89.845,46.165419816970825,8.279576301574707
233,89.875,89.07000000000001,46.675697326660156,8.628813982009888
234,94.14125,93.27499999999999,46.59885120391846,8.409974813461304
235,84.61874999999999,83.83500000000001,46.5467689037323,8.203140497207642
236,82.0225,81.44500000000001,47.20227789878845,8.466344833374023
237,80.80125,79.71000000000001,46.657355546951294,8.086140871047974
238,91.4025,90.69500000000001,46.68123817443848,8.308558940887451
239,92.65,91.855,46.43652629852295,8.330110788345337
240,88.72,88.0,46.0727813243866,8.140632629394531
241,74.46625,74.13,46.35372567176819,8.588746786117554
242,95.58125,95.155,46.59603190422058,8.332315683364868
243,95.4975,94.72,46.313541412353516,8.333110332489014
244,95.29375,94.555,46.285120248794556,8.267258405685425
245,91.945,91.205,46.12892389297485,8.359115839004517
246,93.97625,93.46,45.916581869125366,8.186785697937012
247,96.20875,95.44500000000001,45.79743146896362,8.258033514022827
248,94.35,93.44,45.9673867225647,8.302799463272095
249,92.92375,92.445,45.98751425743103,8.324807167053223
250,96.91499999999999,96.465,46.163463830947876,8.389737844467163
251,94.91625,94.41000000000001,46.02963590621948,8.303371667861938
252,97.165,96.6,45.85203194618225,8.42412781715393
253,95.67625,95.30499999999999,46.16710066795349,8.489014387130737
254,81.61500000000001,81.24,45.775771379470825,8.268218994140625
255,91.28125,90.64,46.15651988983154,8.468593835830688
256,87.03,86.29,46.12869477272034,8.415446043014526
257,95.34375,94.715,46.33610677719116,8.482289552688599
258,91.0675,90.36999999999999,45.85389852523804,8.401771068572998
259,94.975,94.48,45.88510990142822,8.17933988571167
260,95.12375,94.55,46.17237448692322,8.525894403457642
261,91.25999999999999,90.73,46.331854820251465,8.5771963596344
262,96.24625,95.795,46.23821139335632,8.372321128845215
263,96.2,95.77,45.697322368621826,8.567204713821411
264,95.00625000000001,94.365,46.12937879562378,8.356111526489258
265,96.71,96.23,45.60048317909241,8.487656593322754
266,86.83625,86.28,45.666738510131836,8.487916707992554
267,96.73,96.39999999999999,45.69875502586365,8.301082372665405
268,94.8425,94.535,45.332998752593994,8.755908250808716
269,97.225,96.64,45.68899416923523,8.47499966621399
270,97.17125,96.755,45.451101541519165,8.358943700790405
271,95.1275,94.535,45.66903519630432,8.189326047897339
272,96.5525,95.98,45.32335186004639,8.349348306655884
273,94.43875,93.985,45.13969326019287,8.300743341445923
274,96.505,95.845,45.16088581085205,8.534253358840942
275,92.18625,91.305,45.35799860954285,8.449978351593018
276,89.10625,88.265,45.98571515083313,8.395524024963379
277,88.93875,88.11,45.88647150993347,8.331023216247559
278,96.54374999999999,95.875,45.184584856033325,8.221023797988892
279,96.40375,95.85000000000001,44.84713697433472,8.293120861053467
280,93.8575,93.05,44.956403732299805,8.237947463989258
281,95.90875,95.45,45.47285604476929,8.422179937362671
282,94.29625,93.83500000000001,45.364150047302246,8.38978362083435
283,96.69250000000001,96.205,45.12221360206604,8.377436399459839
284,98.1,97.82499999999999,45.227906227111816,8.491499423980713
285,93.71875,93.05,45.181540727615356,8.495484590530396
286,92.73375,92.205,45.886783599853516,8.553595066070557
287,90.46499999999999,90.265,45.954344272613525,8.561157703399658
288,95.78125,95.16,44.78018498420715,8.155903577804565
289,95.2475,94.45,45.35597085952759,8.352915048599243
290,96.2025,95.395,44.858705282211304,8.27644658088684
291,93.08625,92.61500000000001,45.02050065994263,8.319387435913086
292,94.75875,94.035,44.888155460357666,8.26257061958313
293,96.22125,95.52000000000001,44.97081971168518,8.601187705993652
294,95.49875,94.83500000000001,44.681379556655884,8.18871259689331
295,96.60625,96.025,45.04550576210022,8.243756771087646
296,95.555,95.045,45.26290035247803,8.467461347579956
297,94.67375,94.505,44.9384241104126,8.309266805648804
298,95.28875,94.87,45.08697485923767,8.709000825881958
299,97.58624999999999,97.23,44.827595233917236,8.273222923278809
300,97.855,97.47,44.75977444648743,8.408236026763916
